id,Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_75_plus_percentage,male_percentage,TotalPermits,calgary_cer_unemployment_rate,canada_unemployment_rate,calgary_cma_average_hourly_wage_rate,CLASS_CODE,COMM_NAME,property_assessment_median
731,MAYLAND HEIGHTS,MAL,2021,5961,163,NORTHEAST,-114.0133147,51.06083346,2734.44053,7.913682135,1700.504395,1798.729858,6.75,50.27,46,0.0925,0.08,34.7,1,"""MAYLAND HEIGHTS""",387000
732,MANCHESTER,MAN,2021,1025,91,CENTRE,-114.0666538,51.00624268,8878.04878,9.09133708,1050.203735,1024.354492,2.93,59.02,14,0.0925,0.08,34.7,1,MANCHESTER,207750
733,MCKENZIE LAKE,MCK,2021,13406,100,SOUTHEAST,-113.9881813,50.91487825,745.9346561,6.614638004,5796.103027,5074.607422,2.56,50.29,89,0.0925,0.08,34.7,1,"""MCKENZIE LAKE""",452500
734,MCKENZIE TOWNE,MCT,2021,18283,156,SOUTHEAST,-113.9614787,50.91714499,853.2516545,6.749054527,7682.398926,6961.385742,2.93,49.23,112,0.0925,0.08,34.7,1,"""MCKENZIE TOWNE""",297000
735,MEADOWLARK PARK,MEA,2021,644,115,CENTRE,-114.0773517,50.99785784,17857.14286,9.790158867,816.1914063,375.4284058,5.8,50.63,27,0.0925,0.08,34.7,1,"""MEADOWLARK PARK""",571000
736,MIDNAPORE,MID,2021,7270,73,SOUTH,-114.057604,50.91559355,1004.126547,6.911873336,1104.305054,833.2516479,9.59,47.68,65,0.0925,0.08,34.7,1,MIDNAPORE,358000
737,MISSION,MIS,2021,4598,155,CENTRE,-114.0680826,51.03315776,3371.030883,8.122973877,529.6557617,1924.647461,6.16,47.93,35,0.0925,0.08,34.7,1,MISSION,196500
738,MILLRISE,MLR,2021,6900,72,SOUTH,-114.0849037,50.91704529,1043.478261,6.950314893,1073.380859,2121.651611,5.63,47.96,27,0.0925,0.08,34.7,1,MILLRISE,316500
739,MONTGOMERY,MON,2021,4515,236,NORTHWEST,-114.1622482,51.07107614,5227.021041,8.561596804,2770.517822,3741.958252,4.9,49.17,142,0.0925,0.08,34.7,1,MONTGOMERY,431000
740,MOUNT PLEASANT,MOP,2021,5889,188,CENTRE,-114.07603,51.07423791,3192.392596,8.068525945,1601.459473,2325.557373,2.89,51.39,100,0.0925,0.08,34.7,1,"""MOUNT PLEASANT""",570500
741,MONTEREY PARK,MOR,2021,10372,130,NORTHEAST,-113.926851,51.08145439,1253.37447,7.133594769,3865.305908,3814.747314,5.15,50.01,55,0.0925,0.08,34.7,1,"""MONTEREY PARK""",351500
742,MARLBOROUGH PARK,MPK,2021,8523,189,NORTHEAST,-113.9467171,51.0596885,2217.529039,7.70414881,2450.390137,2882.638428,4.1,51.58,44,0.0925,0.08,34.7,1,"""MARLBOROUGH PARK""",309500
743,MAPLE RIDGE,MPL,2021,1916,25,SOUTH,-114.034689,50.95763758,1304.80167,7.173806331,2814.407227,5160.57373,11.61,49.95,35,0.0925,0.08,34.7,1,"""MAPLE RIDGE""",477750
744,MARLBOROUGH,MRL,2021,9162,282,NORTHEAST,-113.9699877,51.05954228,3077.930583,8.032012761,829.4334106,1282.852783,5.52,52.58,71,0.0925,0.08,34.7,1,MARLBOROUGH,318500
745,MARTINDALE,MRT,2021,14245,243,NORTHEAST,-113.9583871,51.11791373,1705.861706,7.441825661,664.4563599,1212.288574,1.36,52.52,176,0.0925,0.08,34.7,1,MARTINDALE,314000
746,NEW BRIGHTON,NEB,2021,13103,76,SOUTHEAST,-113.9452495,50.92206402,580.0198428,6.363062315,8864.192383,8181.371094,0.72,50.36,94,0.0925,0.08,34.7,1,"""NEW BRIGHTON""",403500
747,NORTH GLENMORE PARK,NGM,2021,2391,70,WEST,-114.1122561,51.00142837,2927.645337,7.98195374,3290.15918,2847.741943,8.04,50.72,106,0.0925,0.08,34.7,1,"""NORTH GLENMORE PARK""",595000
748,NORTH HAVEN UPPER,NHU,2021,599,6,NORTH,-114.0853543,51.10440179,1001.669449,6.909423336,3596.265625,1393.364502,8.91,51.93,4,0.0925,0.08,34.7,1,"""NORTH HAVEN UPPER""",459000
749,NORTH HAVEN,NHV,2021,2359,31,NORTH,-114.0894206,51.09594155,1314.116151,7.18091959,3088.384766,766.4851685,10.75,49.83,33,0.0925,0.08,34.7,1,"""NORTH HAVEN""",431000
750,NOLAN HILL,NOL,2021,7505,42,NORTH,-114.1663172,51.17529369,559.6269154,6.327270339,6593.986816,10471.89355,0.64,49.85,134,0.0925,0.08,34.7,1,"""NOLAN HILL""",481000
751,OAKRIDGE,OAK,2021,5690,47,SOUTH,-114.1296138,50.9696628,826.0105448,6.71660754,3777.552979,5089.601563,8.71,49.31,63,0.0925,0.08,34.7,1,OAKRIDGE,461000
752,OGDEN,OGD,2021,8576,195,SOUTHEAST,-114.0124423,50.99187834,2273.787313,7.72920214,3861.442383,4304.75,5.03,53.66,63,0.0925,0.08,34.7,1,OGDEN,313000
753,PALLISER,PAL,2021,3672,25,SOUTH,-114.1121589,50.96676703,680.8278867,6.523309538,2517.656982,4438.820801,15.4,46.46,22,0.0925,0.08,34.7,1,PALLISER,308500
754,PANORAMA HILLS,PAN,2021,25710,151,NORTH,-114.0880634,51.15971101,587.3201089,6.375570002,8058.263184,6027.687988,2.28,49.5,160,0.0925,0.08,34.7,1,"""PANORAMA HILLS""",439000
755,PATTERSON,PAT,2021,4202,33,WEST,-114.1771423,51.06393988,785.3403141,6.666117145,2897.751709,3387.686279,7.8,47.16,12,0.0925,0.08,34.7,1,PATTERSON,316500
756,PINE CREEK,PCK,2021,14,7,SOUTH,-114.0678777,50.85626936,50000,10.81977828,4762.862793,5648.31543, , ,354,0.0925,0.08,34.7,1,"""PINE CREEK""",153500
757,PENBROOKE MEADOWS,PEN,2021,8554,244,EAST,-113.9476872,51.04585329,2852.466682,7.955939401,2759.438721,3356.741455,4.1,52.57,30,0.0925,0.08,34.7,1,"""PENBROOKE MEADOWS""",270000
758,PINERIDGE,PIN,2021,10022,337,NORTHEAST,-113.946765,51.07425976,3362.602275,8.12047044,2449.286621,3144.901855,4.88,50.22,45,0.0925,0.08,34.7,1,PINERIDGE,291500
759,PARKDALE,PKD,2021,2566,67,CENTRE,-114.1353333,51.05994755,2611.06781,7.867514539,2011.689575,2597.321533,7.94,49.98,37,0.0925,0.08,34.7,1,PARKDALE,628500
760,PARKHILL,PKH,2021,1691,86,CENTRE,-114.0655345,51.01819229,5085.748078,8.534197412,298.7377014,2323.770508,3.38,50.15,27,0.0925,0.08,34.7,1,"""PARKHILL/STANLEY PARK""",540500
761,PARKLAND,PKL,2021,3660,30,SOUTH,-114.0285434,50.9212004,819.6721311,6.70890442,2927.963379,2701.901611,8.44,49.85,48,0.0925,0.08,34.7,1,PARKLAND,523500
762,POINT MCKAY,POI,2021,1343,22,CENTRE,-114.1461487,51.05954117,1638.123604,7.401306722,2257.198242,2411.004639,10.75,46.04,6,0.0925,0.08,34.7,1,"""POINT MCKAY""",376000
763,PUMP HILL,PUM,2021,1640,14,SOUTH,-114.1007873,50.9668277,853.6585366,6.749531274,1735.821289,3976.746826,22.34,45.6,16,0.0925,0.08,34.7,1,"""PUMP HILL""",793500
764,QUEENSLAND,QLD,2021,4743,47,SOUTH,-114.0225717,50.93822412,990.934008,6.898647941,3290.374023,4354.193848,4.89,50.83,28,0.0925,0.08,34.7,1,QUEENSLAND,333500
765,QUEENS PARK VILLAGE,QPK,2021,455,9,CENTRE,-114.0776068,51.08514446,1978.021978,7.589852623,2628.644043,1417.362549,0,48.99, ,0.0925,0.08,34.7,1,"""QUEENS PARK VILLAGE""",3655000
766,RAMSAY,RAM,2021,2158,64,CENTRE,-114.0425323,51.03641206,2965.70899,7.994871403,1051.625732,690.7490234,2.29,52.38,40,0.0925,0.08,34.7,1,RAMSAY,487500
767,RANCHLANDS,RAN,2021,7607,62,NORTHWEST,-114.183647,51.11917908,815.0387801,6.703235695,1641.81604,6899.024414,3.21,49.79,40,0.0925,0.08,34.7,1,RANCHLANDS,326000
768,ROSSCARROCK,RCK,2021,3625,215,WEST,-114.1454859,51.04328787,5931.034483,8.687953926,724.9916382,710.2645874,3.15,49.05,69,0.0925,0.08,34.7,1,ROSSCARROCK,517250
769,ROSEDALE,RDL,2021,1560,47,CENTRE,-114.0782071,51.06268666,3012.820513,8.010631966,835.0904541,3434.749512,4.33,50.42,25,0.0925,0.08,34.7,1,ROSEDALE,932000
770,RED CARPET,RED,2021,1594,46,EAST,-113.9389258,51.04258063,2885.821832,7.967565002,3474.682373,4071.279785,7.24,51.98, ,0.0925,0.08,34.7,1,"""RED CARPET/MOUNTVIEW MOBILE PARK""",117500
771,RENFREW,REN,2021,6582,169,CENTRE,-114.039169,51.05965316,2567.60863,7.85073025,1181.789551,3229.345703,2.43,49.22,121,0.0925,0.08,34.7,1,RENFREW,408500
772,RICHMOND,RIC,2021,4962,142,CENTRE,-114.1184203,51.02971029,2861.749295,7.959188358,1408.832642,2489.895996,2.93,51.05,130,0.0925,0.08,34.7,1,RICHMOND,593250
773,RIDEAU PARK,RID,2021,594,10,CENTRE,-114.0741618,51.02487577,1683.501684,7.428631239,1216.763672,2549.429688,7.42,48.57,16,0.0925,0.08,34.7,1,"""RIDEAU PARK""",339000
774,RIVERBEND,RIV,2021,9244,97,SOUTHEAST,-114.0184303,50.97601886,1049.329295,6.955906472,3915.531494,4455.217285,3.52,50.44,53,0.0925,0.08,34.7,1,RIVERBEND,385500
775,ROSEMONT,RMT,2021,1254,45,CENTRE,-114.0900331,51.0783942,3588.516746,8.185494234,1609.568237,1614.646973,6.95,50.2,31,0.0925,0.08,34.7,1,ROSEMONT,570000
776,ROCKY RIDGE,ROC,2021,8398,47,NORTHWEST,-114.2459079,51.14407648,559.6570612,6.327324205,1519.866943,12167.25195,6.09,48.57,69,0.0925,0.08,34.7,1,"""ROCKY RIDGE""",368500
777,ROXBORO,ROX,2021,422,5,CENTRE,-114.0676448,51.02619585,1184.834123,7.077358063,881.3292236,2070.482422,6.16,53.55,5,0.0925,0.08,34.7,1,ROXBORO,1160000
778,ROYAL OAK,ROY,2021,11706,62,NORTHWEST,-114.2197619,51.14266073,529.6429182,6.27220304,1430.984985,10388.00098,2.25,48.75,75,0.0925,0.08,34.7,1,"""ROYAL OAK""",429000
779,REDSTONE,RSN,2021,5848,79,NORTHEAST,-113.9575028,51.17044617,1350.889193,7.208518316,5016.906738,5193.219238,0.81,50.5,379,0.0925,0.08,34.7,1,REDSTONE,370500
780,RUNDLE,RUN,2021,11688,317,NORTHEAST,-113.9700581,51.07423997,2712.183436,7.905509285,835.1165161,1794.106567,3.7,51.16,56,0.0925,0.08,34.7,1,RUNDLE,328500
781,RUTLAND PARK,RUT,2021,2263,65,WEST,-114.1373606,51.01899099,2872.293416,7.962866089,2046.328857,2195.852783,12.04,48.3,34,0.0925,0.08,34.7,1,"""RUTLAND PARK""",514500
782,SADDLE RIDGE,SAD,2021,22321,314,NORTHEAST,-113.9456225,51.13057324,1406.74701,7.249035233,569.2139893,684.8634033,1.74,50.23,698,0.0925,0.08,34.7,1,"""SADDLE RIDGE""",364000
783,SANDSTONE VALLEY,SAN,2021,5904,47,NORTH,-114.0949625,51.13773284,796.0704607,6.6796877,5968.245117,4999.72168,5.71,49.4,40,0.0925,0.08,34.7,1,"""SANDSTONE VALLEY""",391500
784,SCARBORO,SCA,2021,931,19,CENTRE,-114.1071798,51.04076553,2040.816327,7.621105167,720.8254395,3107.416504,4.2,51.78,6,0.0925,0.08,34.7,1,SCARBORO,886000
785,SCENIC ACRES,SCE,2021,8067,73,NORTHWEST,-114.217341,51.11270751,904.9212842,6.807847961,1314.463623,8851.4375,7.54,49.37,46,0.0925,0.08,34.7,1,"""SCENIC ACRES""",487500
786,SUNDANCE,SDC,2021,9736,51,SOUTH,-114.0420671,50.90164565,523.8290879,6.261165463,1910.383179,1343.384277,3.62,49.74,76,0.0925,0.08,34.7,1,SUNDANCE,437000
787,SETON,SET,2021,1134,77,SOUTHEAST,-113.9478999,50.87412338,6790.123457,8.823224403,8981.915039,8671.402344,16.4,42.55,397,0.0925,0.08,34.7,1,SETON,182500
788,SAGE HILL,SGH,2021,7924,77,NORTH,-114.1406861,51.17561697,971.7314488,6.879079479,7488.675781,9857.833008,2.12,48.06,167,0.0925,0.08,34.7,1,"""SAGE HILL""",297000
789,SHAGANAPPI,SHG,2021,1626,60,CENTRE,-114.1266523,51.04521136,3690.0369,8.213391737,410.0424194,1902.756104,2.72,50.53,35,0.0925,0.08,34.7,1,SHAGANAPPI,516500
790,SHEPARD INDUSTRIAL,SHI,2021,255,47,SOUTHEAST,-113.9927864,50.96149446,18431.37255,9.821809522,5780.375,6851.881836,9.61,55.02,21,0.0925,0.08,34.7,2,"""SHEPARD INDUSTRIAL""",599000
791,SHAWNESSY,SHN,2021,9368,179,SOUTH,-114.0739255,50.90337066,1910.760034,7.555256366,588.8694458,1086.448608,4.67,50.1,64,0.0925,0.08,34.7,1,SHAWNESSY,362250
792,SHAWNEE SLOPES,SHS,2021,1911,37,SOUTH,-114.085803,50.9261889,1936.159079,7.568461433,955.4318237,2843.977295,15.01,46.38,34,0.0925,0.08,34.7,1,"""SHAWNEE SLOPES""",266500
793,SHERWOOD,SHW,2021,6246,46,NORTH,-114.1520001,51.15999092,736.4713417,6.601870324,5618.982422,8633.541016,1.75,49.51,61,0.0925,0.08,34.7,1,SHERWOOD,515000
794,SIGNAL HILL,SIG,2021,13395,179,WEST,-114.179907,51.02290442,1336.319522,7.197674489,1727.736816,2607.82373,9.72,47.38,86,0.0925,0.08,34.7,1,"""SIGNAL HILL""",504500
795,SILVER SPRINGS,SIL,2021,8679,100,NORTHWEST,-114.1962818,51.10427454,1152.206475,7.049434057,1817.523804,7209.048828,6.37,49.4,91,0.0925,0.08,34.7,1,"""SILVER SPRINGS""",456500
796,SKYVIEW RANCH,SKR,2021,11707,225,NORTHEAST,-113.9583746,51.15612673,1921.927052,7.561083635,3456.336914,3651.623291,2.27,49,120,0.0925,0.08,34.7,1,"""SKYVIEW RANCH""",176000
797,SUNALTA,SNA,2021,3239,235,CENTRE,-114.1014859,51.04295989,7255.325718,8.88949106,263.603302,3534.115234,0.68,52.37,26,0.0925,0.08,34.7,1,SUNALTA,198000
798,SOUTH CALGARY,SOC,2021,4442,160,CENTRE,-114.1020747,51.02680215,3601.98109,8.189239276,2013.035156,3673.001709,1.71,49.7,76,0.0925,0.08,34.7,1,"""SOUTH CALGARY""",327500
799,SOMERSET,SOM,2021,8543,86,SOUTH,-114.0813808,50.89891142,1006.672129,6.914405248,868.0823364,1771.955811,4.64,49.45,36,0.0925,0.08,34.7,1,SOMERSET,359000
800,SOUTHVIEW,SOV,2021,1805,120,EAST,-113.9973392,51.03415221,6648.199446,8.802101337,1402.619019,2894.744385,8.78,53.83,24,0.0925,0.08,34.7,1,SOUTHVIEW,336000
801,SOUTHWOOD,SOW,2021,6246,212,SOUTH,-114.0831943,50.95775881,3394.17227,8.129815202,718.708252,4504.696777,6.09,50.01,85,0.0925,0.08,34.7,1,SOUTHWOOD,377000
802,SPRINGBANK HILL,SPH,2021,9943,66,WEST,-114.208425,51.02661949,663.7835663,6.497956142,1889.054443,4179.947754,2.9,49.76,155,0.0925,0.08,34.7,1,"""SPRINGBANK HILL""",563500
803,SPRUCE CLIFF,SPR,2021,4673,72,WEST,-114.1362778,51.04865971,1540.766103,7.340035041,903.9477539,1543.843506,6.71,46.86,33,0.0925,0.08,34.7,1,"""SPRUCE CLIFF""",179500
804,SADDLE RIDGE INDUSTRIAL,SRI,2021,25,62,NORTHEAST,-113.9757297,51.12518951,248000,12.42118403,995.5325928,2180.80835, , ,11,0.0925,0.08,34.7,2,"""SADDLE RIDGE INDUSTRIAL""",598500
805,SUNNYSIDE,SSD,2021,4230,163,CENTRE,-114.0790291,51.05641953,3853.427896,8.256718394,375.8202209,4017.590576,1.97,48.76,47,0.0925,0.08,34.7,1,SUNNYSIDE,279000
806,SCARBORO/ SUNALTA WEST,SSW,2021,401,9,CENTRE,-114.114882,51.04220032,2244.389027,7.716188615,710.1702271,2595.236328,7.38,51.91,10,0.0925,0.08,34.7,1,"""SCARBORO/SUNALTA WEST""",800500
807,ST. ANDREWS HEIGHTS,STA,2021,1795,113,CENTRE,-114.1274373,51.06391056,6295.264624,8.747552983,1140.519165,3323.75415,17.07,47.96,39,0.0925,0.08,34.7,1,"""ST. ANDREWS HEIGHTS""",751000
808,STRATHCONA PARK,STR,2021,6855,51,WEST,-114.1775868,51.04741014,743.9824945,6.612017506,1166.03186,2098.678711,4.87,48.98,64,0.0925,0.08,34.7,1,"""STRATHCONA PARK""",574000
809,SUNRIDGE,SUN,2021,11,271,NORTHEAST,-113.9917006,51.0742216,2463636.364,14.71714901,720.0309448,1329.544312, , ,58,0.0925,0.08,34.7,2,SUNRIDGE,1850000
810,SILVERADO,SVO,2021,7655,54,SOUTH,-114.0712978,50.8829888,705.4212933,6.558795203,1797.299072,2773.337402,1.31,49.61,62,0.0925,0.08,34.7,1,SILVERADO,379500
811,TARADALE,TAR,2021,19026,295,NORTHEAST,-113.9340021,51.11794016,1550.509829,7.346339078,1312.21521,1031.005127,1.55,52.14,162,0.0925,0.08,34.7,1,TARADALE,337500
812,TEMPLE,TEM,2021,10977,294,NORTHEAST,-113.9467677,51.08879459,2678.327412,7.892947779,2463.013916,2205.105469,2.85,51.1,72,0.0925,0.08,34.7,1,TEMPLE,320000
813,THORNCLIFFE,THO,2021,8788,227,NORTH,-114.0687804,51.10310303,2583.06782,7.856733049,4570.599609,2225.55249,6.51,50.56,66,0.0925,0.08,34.7,1,THORNCLIFFE,384500
814,TUSCANY,TUS,2021,19884,116,NORTHWEST,-114.2408862,51.12191109,583.383625,6.368844989,1443.759521,10721.56641,2.77,49.23,142,0.0925,0.08,34.7,1,TUSCANY,467500
815,TUXEDO PARK,TUX,2021,5326,205,CENTRE,-114.0610449,51.07421777,3849.042433,8.255579678,2448.261963,3067.821533,4.33,50.18,114,0.0925,0.08,34.7,1,"""TUXEDO PARK""",455000
816,UPPER MOUNT ROYAL,UMR,2021,2478,54,CENTRE,-114.0850257,51.02997368,2179.176755,7.686702449,1841.365356,3232.914307,5.67,51.32,47,0.0925,0.08,34.7,1,"""UPPER MOUNT ROYAL""",1410000
817,UNIVERSITY DISTRICT,UND,2021,705,23,NORTHWEST,-114.1449648,51.07385412,3262.411348,8.090221878,1684.162354,4000.280518,0,51.65,42,0.0925,0.08,34.7,1,"""UNIVERSITY DISTRICT""",10000
818,UNIVERSITY HEIGHTS,UNI,2021,2921,72,NORTHWEST,-114.1330866,51.07040418,2464.909278,7.809910282,1227.028564,3563.725342,5.08,51.05,29,0.0925,0.08,34.7,1,"""UNIVERSITY HEIGHTS""",765250
819,UNIVERSITY OF CALGARY,UOC,2021,2367,18,NORTHWEST,-114.1299338,51.07502079,760.4562738,6.633918613,740.8067017,3067.443359,0,47.86,1,0.0925,0.08,34.7,1,"""UNIVERSITY OF CALGARY""",1625000
820,VALLEY RIDGE,VAL,2021,5585,35,WEST,-114.2512974,51.09538859,626.6786034,6.440433815,4330.820313,9438.545898,6.11,49.38,48,0.0925,0.08,34.7,1,"""VALLEY RIDGE""",508500
821,VARSITY,VAR,2021,12874,252,NORTHWEST,-114.1625068,51.09605377,1957.433587,7.5793895,815.095459,4741.008789,12.74,48.96,149,0.0925,0.08,34.7,1,VARSITY,428500
822,VISTA HEIGHTS,VIS,2021,2370,82,NORTHEAST,-114.0177052,51.07193318,3459.915612,8.148999478,2551.396484,2342.014404,3.34,50.04,11,0.0925,0.08,34.7,1,"""VISTA HEIGHTS""",335750
823,WALDEN,WAL,2021,6228,46,SOUTH,-114.0326195,50.87040629,738.5998715,6.604756329,4085.29126,4459.658203,5.02,48.05,357,0.0925,0.08,34.7,1,WALDEN,336500
824,WOODBINE,WBN,2021,8866,79,SOUTH,-114.1296282,50.94023326,891.0444394,6.792394302,4120.51416,6244.878906,4.55,50.51,58,0.0925,0.08,34.7,1,WOODBINE,415500
825,WESTGATE,WGT,2021,3202,40,WEST,-114.1585939,51.04417785,1249.219238,7.130274026,757.2023315,840.7418823,6.07,48.42,25,0.0925,0.08,34.7,1,WESTGATE,466000
826,WHITEHORN,WHI,2021,12019,202,NORTHEAST,-113.9700682,51.08877987,1680.672269,7.426949152,873.4872437,1257.784546,4.66,51.86,98,0.0925,0.08,34.7,1,WHITEHORN,320000
827,WEST HILLHURST,WHL,2021,6447,206,CENTRE,-114.1151585,51.05507951,3195.284629,8.069431448,1371.124878,3160.488525,3.75,49.6,157,0.0925,0.08,34.7,1,"""WEST HILLHURST""",638500
828,WILLOW PARK,WIL,2021,5328,145,SOUTH,-114.0561955,50.9566238,2721.471471,7.908927995,1308.5802,4695.03125,10.41,50.06,100,0.0925,0.08,34.7,1,"""WILLOW PARK""",465500
829,WINSTON HEIGHTS/MOUNTVIEW,WIN,2021,3635,148,CENTRE,-114.0418487,51.0752988,4071.526823,8.311773349,2921.00415,4040.599854,6.64,51.43,79,0.0925,0.08,34.7,1,"""WINSTON HEIGHTS/MOUNTVIEW""",491500
830,WILDWOOD,WLD,2021,2709,53,WEST,-114.1585386,51.05825825,1956.441491,7.578882536,2276.291016,2293.37915,6.87,48.92,60,0.0925,0.08,34.7,1,WILDWOOD,596500
831,WINDSOR PARK,WND,2021,4584,163,CENTRE,-114.0835522,51.00504544,3555.846422,8.176348407,1542.52832,1151.949951,5.42,48.88,46,0.0925,0.08,34.7,1,"""WINDSOR PARK""",183500
832,WOODLANDS,WOO,2021,6002,76,SOUTH,-114.1061596,50.94112398,1266.244585,7.143810779,2549.984131,5192.589355,5.09,49.16,37,0.0925,0.08,34.7,1,WOODLANDS,410000
833,WEST SPRINGS,WSP,2021,10758,88,WEST,-114.2061707,51.0597831,817.99591,6.706857337,2777.680176,4518.953613,1.59,49.09,173,0.0925,0.08,34.7,1,"""WEST SPRINGS""",549250
834,YORKVILLE,YKV,2021,14,6,SOUTH,-114.0823464,50.87035669,42857.14286,10.6656276,3234.5625,4221.477539, , ,90,0.0925,0.08,34.7,1,YORKVILLE,340000
835,ABBEYDALE,ABB,2022,5957,119,NORTHEAST,-113.9278039,51.05941501,1997.649824,7.59972668,3768.14209,4199.871582,2.2,51.35,23,0.057,0.053,35.7,1,ABBEYDALE,312500
836,ACADIA,ACA,2022,10520,302,SOUTH,-114.053696,50.97241507,2870.722433,7.962318996,1568.291382,3086.125977,9.07,50.57,91,0.057,0.053,35.7,1,ACADIA,420000
837,ALBERT PARK/RADISSON HEIGHTS,ALB,2022,6997,331,EAST,-113.9967779,51.04453295,4730.598828,8.461807076,389.9811707,2099.138428,3.71,51.91,34,0.057,0.053,35.7,1,"""ALBERT PARK/RADISSON HEIGHTS""",322500
838,ALTADORE,ALT,2022,6942,151,CENTRE,-114.1007824,51.01595412,2175.165658,7.684860105,2836.883789,2916.125732,2.28,48.98,156,0.057,0.053,35.7,1,ALTADORE,737250
839,APPLEWOOD PARK,APP,2022,6981,100,EAST,-113.9278103,51.04487483,1432.459533,7.267148199,4053.160889,4619.529785,2.9,50.81,6,0.057,0.053,35.7,1,"""APPLEWOOD PARK""",367250
840,ARBOUR LAKE,ARB,2022,10619,266,NORTHWEST,-114.207675,51.13259471,2504.943968,7.826021645,1132.820679,9085.507813,8.37,48.77,142,0.057,0.053,35.7,1,"""ARBOUR LAKE""",465500
841,ASPEN WOODS,ASP,2022,9446,74,WEST,-114.2083866,51.04521538,783.4003811,6.663643908,1643.640991,4024.091553,2.41,49.35,77,0.057,0.053,35.7,1,"""ASPEN WOODS""",777000
842,AUBURN BAY,AUB,2022,17607,141,SOUTHEAST,-113.9577951,50.89269508,800.8178565,6.685633526,7785.311523,7251.579102,1.22,49.58,140,0.057,0.053,35.7,1,"""AUBURN BAY""",443500
843,BONAVISTA DOWNS,BDO,2022,928,3,SOUTH,-114.0315055,50.94373043,323.2758621,5.778506021,2820.298584,4550.981445,4.97,52.76,9,0.057,0.053,35.7,1,"""BONAVISTA DOWNS""",417750
844,BEDDINGTON HEIGHTS,BED,2022,11514,199,NORTH,-114.0849111,51.13164399,1728.330728,7.454911324,5936.874023,4046.490967,4.01,49.87,51,0.057,0.053,35.7,1,"""BEDDINGTON HEIGHTS""",357250
845,BEL-AIRE,BEL,2022,390,6,CENTRE,-114.0889343,50.99944255,1538.461538,7.338538195,1644.597168,1201.698486,7.61,48.29,14,0.057,0.053,35.7,1,BEL-AIRE,1720000
846,BELMONT,BLM,2022,86,9,SOUTH,-114.05528,50.86872242,10465.11628,9.255802746,3510.892334,4241.003418,0,54.72,226,0.057,0.053,35.7,1,BELMONT,328000
847,BELTLINE,BLN,2022,25129,1273,CENTRE,-114.0551861,51.03743796,5065.860162,8.530279227,252.4011383,1374.914185,2.61,51.94,232,0.057,0.053,35.7,1,BELTLINE,158500
848,BANFF TRAIL,BNF,2022,4153,261,CENTRE,-114.1151284,51.07421633,6284.613532,8.745859629,364.3628235,2400.795898,3.38,54.38,61,0.057,0.053,35.7,1,"""BANFF TRAIL""",608500
849,BANKVIEW,BNK,2022,5256,171,CENTRE,-114.1004832,51.03412753,3253.424658,8.087463461,1195.243042,3557.627686,1.43,51.27,44,0.057,0.053,35.7,1,BANKVIEW,212750
850,BOWNESS,BOW,2022,11150,402,NORTHWEST,-114.1883885,51.08334629,3605.381166,8.190182777,2947.017822,5656.612305,5.86,49.83,170,0.057,0.053,35.7,1,BOWNESS,367500
851,BRAESIDE,BRA,2022,5805,73,SOUTH,-114.1063659,50.95600269,1257.536606,7.136910012,2238.37915,5220.638672,5.86,49.13,36,0.057,0.053,35.7,1,BRAESIDE,384000
852,BRIDGELAND/RIVERSIDE,BRD,2022,6835,375,CENTRE,-114.0350798,51.05055069,5486.466715,8.610039742,405.9263611,2232.391357,8.45,47.93,91,0.057,0.053,35.7,1,BRIDGELAND/RIVERSIDE,258500
853,BRENTWOOD,BRE,2022,7267,315,NORTHWEST,-114.1359192,51.09606554,4334.663548,8.374399273,1067.33728,2672.572266,7.76,50.28,99,0.057,0.053,35.7,1,BRENTWOOD,476750
854,BRIDLEWOOD,BRI,2022,12641,61,SOUTH,-114.1102111,50.89922055,482.5567598,6.179098551,2891.437012,3660.810303,2.04,49.22,61,0.057,0.053,35.7,1,BRIDLEWOOD,371000
855,BRITANNIA,BRT,2022,690,28,CENTRE,-114.0862774,51.012644,4057.971014,8.308438378,1826.200806,1942.412964,6.13,49.64,16,0.057,0.053,35.7,1,BRITANNIA,1590000
856,BELVEDERE,BVD,2022,41,43,EAST,-113.904983,51.03782747,104878.0488,11.56055351,5832.635742,6402.229004, , ,129,0.057,0.053,35.7,1,BELVEDERE,245500
857,BAYVIEW,BYV,2022,751,20,SOUTH,-114.1139643,50.97463476,2663.115846,7.887252087,2804.05835,3896.888916,8.26,47.8,12,0.057,0.053,35.7,1,BAYVIEW,863500
858,CAMBRIAN HEIGHTS,CAM,2022,2036,49,CENTRE,-114.089379,51.08433917,2406.679764,7.786003385,2403.767578,966.4053345,6.64,50.39,31,0.057,0.053,35.7,1,"""CAMBRIAN HEIGHTS""",556750
859,CANYON MEADOWS,CAN,2022,7624,158,SOUTH,-114.0820063,50.94095721,2072.402938,7.636464053,1083.845825,4238.694336,5.6,50.22,59,0.057,0.053,35.7,1,"""CANYON MEADOWS""",432500
